MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	MOUSE.UNIPROT.ID	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	HUMAN.UNIPROT.ID	HGNC.ID	HOMOLOGY	HomoloGene.ID	BLONDEAU_2004	COUGHENOUR_2004	PHILLIPS_2005	MORCIANO_2005	BURRE_2006	TAKAMORI_2006	KHANNA_2007	MORCIANO_2009	ABUL_HUSN_2009	GORINI_2010	GRONBORG_2010	ABUL_HUSN_2011	BOYKEN_2013	WILHELM_2014	BRINKMALM_2014	WEINGARTEN_2014	KOKOTOS_2018	TAOUFIQ_2020	WITTIG_2021	count
MGI:1859608	54638	Ccdc22	Q9JIG7	28952	CCDC22	A0A024QZ03;O60826	HGNC:28909	YES	8515	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1353432	30055	Timm13	P62075	26517	TIMM13	Q9Y5L4	HGNC:11816	YES	40846	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1918012	70762	Dclk2	Q6PGN3;A0A0A6YX33	166614	DCLK2	Q8N568	HGNC:19002	YES	69431	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:97384	18212	Ntrk2	P15209;Q3UHE3	4915	NTRK2	Q16620;Q5VWE5;Q548C2;A0A024R230	HGNC:8032	YES	4504	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:109609	14073	Faah	O08914;Q8C541	2166	FAAH	O00519;Q9UG55	HGNC:3553	YES	68184	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:99432	11842	Arf3	P61205;Q3U344	377	ARF3	A0A024R0Y6;P61204	HGNC:654	YES	68195	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1316660	12300	Cacng2	O88602;Q3ZB20	10369	CACNG2	Q9Y698	HGNC:1406	YES	4432	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1346866	26395	Map2k1	P31938;Q3TMJ8	5604	MAP2K1	A4QPA9;Q02750;B4DFY5	HGNC:6840	YES	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:99673	224129	Adcy5	P84309	111	ADCY5	O95622;B7Z2C7;B3KWA8	HGNC:236	YES	11213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:2385758	231148	Ablim2	E9Q4K0;Q8BL65;E9Q0W6	84448	ABLIM2	Q6H8Q1	HGNC:19195	YES	82366	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1914395	67145	Tomm34	Q9CYG7	10953	TOMM34	Q15785	HGNC:15746	YES	4956	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1915009	67759	Plgrkt	Q9D3P8	55848	PLGRKT	Q9HBL7	HGNC:23633	YES	10213	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1923028	75778	Them4	Q3UUI3	117145	THEM4	A8K0C9;Q5T1C6	HGNC:17947	YES	14208	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1202388	14457	Gas7	Q3U432;Q3U8N2;B1ATI9;Q0VBR8	8522	GAS7	O60861	HGNC:4169	YES	69015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1861437	56637	Gsk3b	Q5KU03;Q9WV60;E9QAQ5	2932	GSK3B	P49841;Q6FI27	HGNC:4617	YES	55629	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:106925	18417	Cldn11	Q60771	5010	CLDN11	O75508	HGNC:8514	YES	4093	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:98254	20280	Scp2	P32020	6342	SCP2	P22307;Q59HG9;B2R761	HGNC:10606	YES	37717	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1298204	19063	Ppt1	O88531;Q3TEL0;Q3U6J9;Q3U6W3	5538	PPT1	P50897	HGNC:9325	YES	7488	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1333780	20085	Rps19	Q9CZX8	6223	RPS19	B0ZBD0;P39019	HGNC:10402	YES	37416	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1913711	66461	Ptpmt1	Q3U926;Q66GT5	114971	PTPMT1	Q8WUK0	HGNC:26965	YES	11973	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:102809	20226	Sars	P26638;Q8C483	6301	SARS	P49591;Q0VGA5;Q5T5C7	HGNC:10537	YES	4751	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2145369	105298	Epdr1	Q99M71	54749	EPDR1	Q96J80;Q9UM22	HGNC:17572	YES	9714	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:109176	12896	Cpt2	P52825;Q3UN55	1376	CPT2	P23786	HGNC:2330	YES	77	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1351628	27370	Rps26	P62855;Q497N1	6231	RPS26	A0A024RB14;P62854	HGNC:10414	YES	37420	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:95623	14406	Gabrg2	P22723	2566	GABRG2	P18507	HGNC:4087	YES	22443	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1917723	56508	Rapgef4	A2ASW4;Q571A8;Q9EQZ6;A2ASW8;Q9CS95	11069	RAPGEF4	Q8WZA2;B7Z278;X5D7N4	HGNC:16626	YES	4451	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1338069	16443	Itsn1	Q9Z0R4;Q6NZJ5;Q8C4B5;E9Q0N0	6453	ITSN1	Q15811;Q6PD56	HGNC:6183	YES	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1919289	72039	Mccc1	Q99MR8	56922	MCCC1	Q68D27;Q96RQ3;E9PHF7	HGNC:6936	YES	10603	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:105381	16785	Rpsa	P14206	3921	RPSA	A0A0C4DG17;P08865;A0A024R2P0	HGNC:6502	YES	68249	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:3580016	216439	Agap2	Q3UHD9	116986	AGAP2	F8VVT9;Q99490;A0A024RB55	HGNC:16921	YES	86815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:88423	12759	Clu	Q06890;Q549A5	1191	CLU	P10909	HGNC:2095	YES	1382	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1351615	27360	Add3	Q9QYB5;Q3UNK1;Q8BM29	120	ADD3	Q9UEY8;Q5VU08	HGNC:245	YES	40893	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1347098	26457	Slc27a1	Q544D7;Q60714	376497	SLC27A1	Q6PCB7	HGNC:10995	YES	8063	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1339639	108155	Ogt	Q8CGY8	8473	OGT	O15294	HGNC:8127	YES	9675	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
MGI:2385007	223255	Stk24	Q3U335;Q99KH8	8428	STK24	Q5U0E6;Q6P0Y1;Q9Y6E0;B4DR80	HGNC:11403	YES	20793	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1913732	66482	Exoc2	Q9D4H1	55770	EXOC2	A0A024QZT2;Q96KP1	HGNC:24968	YES	10122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1859270	53413	Exoc7	O35250;Q3USE0;Q542L0;A2AAN0	23265	EXOC7	Q63HP7;Q9UPT5;B4DJ07;B5MCY9	HGNC:23214	YES	41019	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1913699	66449	Pam16	Q9CQV1	51025	PAM16	Q9Y3D7	HGNC:29679	YES	41100	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:102889	13003	Vcan	E9PYH0;E9QMK2;E9QMK3;G3XA35;Q8BS97	1462	VCAN	P13611;Q86W61;A0A024RAL1;Q6MZK8;A0A024RAP3;A0A024RAQ9;Q59FG9	HGNC:2464	YES	3228	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:2671987	210274	Shank2	Q80Z38;D3Z5K8	22941	SHANK2	Q9UPX8;A6NHU9;C0SPH0	HGNC:14295	YES	105965	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:97815	19280	Ptprs	B0V2N1;Q3TQ52	5802	PTPRS	Q13332;Q59FX6;Q8NHS7;A0A0A0MR60	HGNC:9681	YES	20626	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1921455	74205	Acsl3	Q9CZW4;E9PUC2	2181	ACSL3	A0A024R497;B3KMA6;O95573	HGNC:3570	YES	3278	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2
MGI:95614	14395	Gabra2	P26048;Q544G1	2555	GABRA2	A0A024R9X6;P47869;E9PBQ7	HGNC:4076	YES	20217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1346859	26417	Mapk3	Q63844	5595	MAPK3	P27361;Q9BWJ1;L7RXH5	HGNC:6877	YES	55682	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1346863	26414	Mapk10	Q8C9D4;Q80W82;Q80W80;Q78GB8;Q80W81;Q61831	5602	MAPK10	P53779;A8MWW6;Q499Y8	HGNC:6872	YES	56439	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1915896	68646	Nadk2	Q8C5H8;Q9CUB4	133686	NADK2	Q4G0N4;A0A024R048;B7Z8V7	HGNC:26404	YES	14638	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1352747	29873	Cspg5	Q71M36	10675	CSPG5	B7Z2E0;O95196;A0A087WUT8	HGNC:2467	YES	4795	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:97385	18213	Ntrk3	Q3TNY3;Q6VNS1;A0A0A6YWL7;A0A0A6YWF9	4916	NTRK3	Q96CY4;Q16288;X5D2R1;X5DNW6;X5D7M5;B7Z7U4	HGNC:8033	YES	49183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1347359	26558	Homer3	Q99JP6	9454	HOMER3	Q9NSC5;B2RA10	HGNC:17514	YES	37972	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:95810	53623	Gria3	Q0VGS8;Q3UY17;Q9Z2W9;B0QZW1	2892	GRIA3	P42263;Q17R51;Q5XKG2	HGNC:4573	YES	37353	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:99638	13728	Mark2	Q05512;Q3T9A3;E9QMP6	2011	MARK2	Q7KZI7;A8K2S4	HGNC:3332	YES	69013	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:108426	16561	Kif1b	Q3UY61;Q60575;Q6PB45;A2AH75	23095	KIF1B	O60333	HGNC:16636	YES	99835	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1924096	76846	Rps9	Q6ZWN5;Q9CXW7	6203	RPS9	A0A024R4M0;P46781	HGNC:10442	YES	68145	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1914710	67460	Decr1	Q4FJK0;Q9CQ62	1666	DECR1	A0A024R9D7;Q16698	HGNC:2753	YES	68178	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1098233	16210	Impact	O55091	55364	IMPACT	A0A024RC24;Q9P2X3	HGNC:20387	YES	5490	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:99887	18738	Pitpna	P53810;Q5ND42	5306	PITPNA	Q00169;V9HWC5;B4E1U1	HGNC:9001	YES	55958	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:96009	15107	Hadh	Q61425	3033	HADH	Q16836;E9PF18	HGNC:4799	YES	55888	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:107231	13383	Dlg1	Q811D0;H7BWY4;Q3UP61;D3Z3B8;E9Q9H0	1739	DLG1	Q12959;A0A0C4DFT3;B4DF78	HGNC:2900	YES	20869	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:2659071	76089	Rapgef2	E9QNQ4;Q6NXI4;Q8CHG7	9693	RAPGEF2	Q9Y4G8	HGNC:16854	YES	35477	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1921506	74256	Cyld	Q80TQ2	1540	CYLD	A0A024R6T1;Q9NQC7	HGNC:2584	YES	9069	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1922937	75687	Fam65a	Q68FE6	79567	FAM65A	Q6ZS17	HGNC:25836	YES	11564	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1890602	93739	Gabarapl2	P60521	11345	GABARAPL2	P60520	HGNC:13291	YES	68550	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2443342	241062	Pgap1	Q3UQY2;Q3UUQ7	80055	PGAP1	Q75T13	HGNC:25712	YES	41605	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1915587	68337	Crip2	Q4FJU3;Q9DCT8;A0A0G2JF37	1397	CRIP2	P52943	HGNC:2361	NO	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1289227	52696	Zwint	Q9CQU5	11130	ZWINT	O95229	HGNC:13195	YES	48496	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1298373	20005	Rpl9	P51410;Q5EBQ6	6133	RPL9	P32969;Q53Z07	HGNC:10369	YES	90855	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1100520	19230	Twf1	Q91YR1	5756	TWF1	Q12792	HGNC:9620	YES	48140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:99262	19934	Rpl22	P67984;Q4VAG4	6146	RPL22	P35268	HGNC:10315	YES	37378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1915654	68404	Nrn1	Q8CFV4	51299	NRN1	Q9NPD7;A0A087WWT2	HGNC:17972	YES	9577	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1929699	56350	Arl3	Q543P7;Q9WUL7	403	ARL3	P36405	HGNC:694	YES	48276	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1922090	74840	Manf	Q3TMX5	7873	MANF	A8K878;P55145	HGNC:15461	YES	4383	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1277956	69051	Pycr2	Q3TMZ1;Q922Q4	29920	PYCR2	A0A087WTV6;Q96C36	HGNC:30262	YES	8343	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2685946	381979	Brsk1	Q5RJI5	84446	BRSK1	Q8TDC3	HGNC:18994	YES	57169	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:88258	12326	Camk4	Q8BGR3	814	CAMK4	Q16566	HGNC:1464	YES	100780	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1932915	83431	Ndel1	Q9ERR1	81565	NDEL1	Q9GZM8;A6NIZ0	HGNC:17620	YES	32567	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:103013	12288	Cacna1c	Q01815;Q0PCR6;C7TQ57;F8WJL1;A0A087WSE7;C7TQ58;C7TQ59;A0A087WS40;C7TQ60;C7TQ61;C7TQ62;F7C376	775	CACNA1C	Q13936;A0A0A0MR67;A0A0A0MSA1;Q59GU3;Q5V9X9;F5H522	HGNC:1390	YES	55484	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1194513	19173	Psmb5	O55234	5693	PSMB5	P28074	HGNC:9542	YES	55690	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:2661175	245684	Cnksr2	Q80YA9;A2AI78	22866	CNKSR2	Q8WXI2;B3KPN2	HGNC:19701	YES	8956	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:103264	16800	Arhgef2	H3BJ45;Q60875;H3BJ40	9181	ARHGEF2	Q92974;D3DVA5	HGNC:682	YES	3468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:107796	110198	Akr7a5	Q8CG76	8574	AKR7A2	O43488;V9HWA2	HGNC:389	YES	2737	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1099446	104027	Synpo	Q3URF1;Q3TY32;Q3U336;E9Q3E2	11346	SYNPO	Q8N3V7	HGNC:30672	YES	5274	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:2138865	228836	Dlgap4	B1AZP2;E9PUF2;Q3UCF7;B7ZNS2	22839	DLGAP4	A0A0B4J2C2;Q9Y2H0	HGNC:24476	YES	8935	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1913635	66385	Ppp1r7	Q3UM45	5510	PPP1R7	Q15435	HGNC:9295	YES	2032	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1334255	19158	Cyth2	P63034;Q99KH2	9266	CYTH2	Q99418	HGNC:9502	YES	32116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:87881	11431	Acp1	Q561M1;Q9D358;Q4VAI2	52	ACP1	P24666;Q59EH3	HGNC:122	YES	38274	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:96659	16490	Kcna2	P63141	3737	KCNA2	P16389	HGNC:6220	YES	21034	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1342335	13196	Asap1	H3BKE6;Q3UJA5;Q9QWY8;H3BL41;E9QMJ1;Q3TXY1	50807	ASAP1	A0A0A0MRE5;Q9ULH1	HGNC:2720	YES	7684	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:103079	19290	Pura	P42669	5813	PURA	Q00577	HGNC:9701	YES	4279	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:3039563	242667	Dlgap3	Q3TY61;Q6PFD5;B1AS06	58512	DLGAP3	O95886	HGNC:30368	YES	18276	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1914988	67738	Ppid	Q9CR16	5481	PPID	E5KN55;Q08752	HGNC:9257	YES	31283	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2157521	170638	Hpcal4	B2RRY8;Q8BGZ1	51440	HPCAL4	Q9UM19;B4DGW9	HGNC:18212	YES	9441	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1098623	52538	Acaa2	Q8BWT1	10449	ACAA2	B3KNP8;P42765	HGNC:83	YES	4456	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:106098	110826	Etfb	Q9DCW4	2109	ETFB	P38117	HGNC:3482	YES	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2384931	216820	Dhrs7b	Q99J47;I7DM66	25979	DHRS7B	Q6IAN0;A0A0C4DGQ8	HGNC:24547	YES	41044	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:894320	11758	Prdx6	D3Z0Y2;O08709;Q6GT24	9588	PRDX6	P30041;V9HWC7	HGNC:16753	YES	3606	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:97599	18754	Prkce	P16054	5581	PRKCE	L7RTI5;Q02156	HGNC:9401	YES	48343	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:2676665	242274	Lrrc7	E9Q6L9;A0A0G2JDT9;Q80TE7;B9EHV0	57554	LRRC7	Q96NW7	HGNC:18531	YES	10817	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1923513	76263	Gstk1	Q9DCM2	373156	GSTK1	Q9Y2Q3;Q6FII1	HGNC:16906	YES	41075	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1342273	14873	Gsto1	O09131	9446	GSTO1	P78417;V9HWG9	HGNC:13312	YES	37971	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:99445	14489	Mtpn	P62774	136319	MTPN	P58546;Q69YG1	HGNC:15667	YES	40607	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1913856	66606	Lrrc57	Q8JZX5	255252	LRRC57	A0A024R9M3;Q8N9N7	HGNC:26719	YES	11995	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1298387	14199	Fhl1	A2AEY2;A2AEX8;P97447;A2AEX7	2273	FHL1	Q13642;B7Z9A1;Q5JXI2	HGNC:3702	YES	31038	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:102695	19268	Ptprf	A2A8L5;Q3V0J9	5792	PTPRF	P10586	HGNC:9670	YES	20623	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:87979	11639	Ak4	Q3U489;Q9WUR9	205	AK4	P27144	HGNC:363	YES	100316	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:95678	14544	Gda	Q548F2;Q9R111	9615	GDA	Q9Y2T3;A0A024R231	HGNC:4212	YES	3171	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:95821	14812	Grin2b	G3X9V4;Q01097	2904	GRIN2B	Q13224	HGNC:4586	YES	646	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1096574	12351	Car4	Q64444	762	CA4	P22748	HGNC:1375	YES	20183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1338890	12294	Cacna2d3	Q9Z1L5	55799	CACNA2D3	Q8IZS8	HGNC:15460	YES	74929	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	3
MGI:1349441	26922	Mecr	Q9DCS3	51102	MECR	Q9BV79	HGNC:19691	YES	5362	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2448730	16467	Atcay	Q8BHE3	85300	ATCAY	Q86WG3	HGNC:779	YES	13206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1341070	14232	Fkbp8	O35465	23770	FKBP8	Q14318	HGNC:3724	YES	7720	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1351341	268934	Grm4	Q68EF4;G3XA00	2914	GRM4	A1L4F9;Q14833;B7ZLU9;A8K0J8	HGNC:4596	YES	20230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:95755	20525	Slc2a1	P17809	6513	SLC2A1	P11166;Q59GX2	HGNC:11005	YES	68520	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:2144726	216821	Tmem11	E9Q933;Q8BK08	8834	TMEM11	P17152	HGNC:16823	YES	2879	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:104694	13004	Ncan	P55066	1463	NCAN	A0A024R7M3;O14594;Q4LE67	HGNC:2465	YES	3229	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:104899	19070	Mob4	Q6PEB6;E0CXA9	25843	MOB4	Q9Y3A3;A0A024R3X9	HGNC:17261	YES	9116	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:700010	20405	Sh3gl1	Q3TRJ7;Q62419	6455	SH3GL1	Q99961;Q6FGM0	HGNC:10830	YES	55709	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:1924781	77531	Anks1b	Q8BIZ1;S4R2I2;E9QPP6;S4R1H2	56899	ANKS1B	B7Z9I9;Q7Z6G8;B1VKB5;Q6V0K8	HGNC:24600	YES	51570	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1349765	26611	Rcn2	Q8BP39;Q8BP92	5955	RCN2	Q14257	HGNC:9935	YES	2176	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:109356	20619	Snap23	O09044;Q9D3L3;A2AKH4	8773	SNAP23	A8K287;O00161;A0A024R9R8	HGNC:11131	YES	37857	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1096385	12032	Bcan	Q3TSQ8;Q61361	63827	BCAN	Q96GW7	HGNC:23059	YES	7244	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1913348	66098	Chchd6	E9Q4M4;Q91VN4	84303	CHCHD6	Q9BRQ6	HGNC:28184	YES	11920	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:96916	109731	Maob	Q8BW75	4129	MAOB	P27338;B7Z242	HGNC:6834	YES	20251	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2
MGI:106504	27984	Efhd2	Q8C845	79180	EFHD2	A0A024QZ77;Q96C19	HGNC:28670	YES	32580	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:97759	19085	Prkar1b	P12849;Q3TY04	5575	PRKAR1B	P31321	HGNC:9390	YES	37665	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:2443883	212647	Aldh4a1	Q8CHT0	8659	ALDH4A1	P30038;A0A024RAD8	HGNC:406	YES	6081	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:1333822	228550	Itpka	Q8R071	3706	ITPKA	P23677	HGNC:6178	YES	1671	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:88034	11757	Prdx3	P20108	10935	PRDX3	P30048	HGNC:9354	YES	4944	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
MGI:97355	18102	Nme1	P15532;Q5NC81	4830	NME1	P15531	HGNC:7849	YES	128514	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
