"PMID","Year","Title","Source","Author","Name"
14559897,"2004","Pam and its ortholog highwire interact with and may negatively regulate the TSC1.TSC2 complex.","J Biol Chem","Murthy V, Han S, Beauchamp RL, Smith N, Haddad LA, Ito N, Ramesh V, Ramesh V","MURTHY_2004"
14559996,"2003","mSin3A/histone deacetylase 2- and PRMT5-containing Brg1 complex is involved in transcriptional repression of the Myc target gene cad.","Mol Cell Biol","Pal S, Yun R, Datta A, Lacomis L, Erdjument-Bromage H, Kumar J, Tempst P, Sif S, Sif S","PAL_2003"
14560022,"2003","Identification of NAP1, a regulatory subunit of IkappaB kinase-related kinases that potentiates NF-kappaB signaling.","Mol Cell Biol","Fujita F, Taniguchi Y, Kato T, Narita Y, Furuya A, Ogawa T, Sakurai H, Joh T, Itoh M, Delhase M, Karin M, Nakanishi M, Nakanishi M","FUJITA_2003"
14561217,"2004","Localization of dynein light chains 1 and 2 and their pro-apoptotic ligands.","Biochem J","Day CL, Puthalakath H, Skea G, Strasser A, Barsukov I, Lian LY, Huang DC, Hinds MG, Hinds MG","DAY_2004"
14563843,"2003","Characterization of the interaction of the stress kinase SPAK with the Na+-K+-2Cl- cotransporter in the nervous system: evidence for a scaffolding role of the kinase.","J Biol Chem","Piechotta K, Garbarini N, England R, Delpire E, Delpire E","PIECHOTTA_2003"
14563850,"2003","Tom1, a VHS domain-containing protein, interacts with tollip, ubiquitin, and clathrin.","J Biol Chem","Yamakami M, Yoshimori T, Yokosawa H, Yokosawa H","YAMAKAMI_2003"
14568990,"2003","Role of the pleckstrin homology domain of PLCgamma1 in its interaction with the insulin receptor.","J Cell Biol","Kwon YK, Jang HJ, Kole S, He HJ, Bernier M, Bernier M","KWON_2003"
14576432,"2003","BRCT repeats as phosphopeptide-binding modules involved in protein targeting.","Science","Manke IA, Lowery DM, Nguyen A, Yaffe MB, Yaffe MB","MANKE_2003"
14578350,"2004","Role of p38alpha Map kinase in Type I interferon signaling.","J Biol Chem","Li Y, Sassano A, Majchrzak B, Deb DK, Levy DE, Gaestel M, Nebreda AR, Fish EN, Platanias LC, Platanias LC","LI_2004"
14578391,"2003","Pinin/DRS/memA interacts with SRp75, SRm300 and SRrp130 in corneal epithelial cells.","Invest Ophthalmol Vis Sci","Zimowska G, Shi J, Munguba G, Jackson MR, Alpatov R, Simmons MN, Shi Y, Sugrue SP, Sugrue SP","ZIMOWSKA_2003"
14578449,"2003","Histone sumoylation is associated with transcriptional repression.","Proc Natl Acad Sci U S A","Shiio Y, Eisenman RN, Eisenman RN","SHIIO_2003"
14580338,"2003","Structural basis for Arl1-dependent targeting of homodimeric GRIP domains to the Golgi apparatus.","Mol Cell","Panic B, Perisic O, Veprintsev DB, Williams RL, Munro S, Munro S","PANIC_2003"
14580347,"2003","Inhibition of P-TEFb (CDK9/Cyclin T) kinase and RNA polymerase II transcription by the coordinated actions of HEXIM1 and 7SK snRNA.","Mol Cell","Yik JH, Chen R, Nishimura R, Jennings JL, Link AJ, Zhou Q, Zhou Q","YIK_2003"
14581471,"2004","RhoA binds to the amino terminus of MEKK1 and regulates its kinase activity.","J Biol Chem","Gallagher ED, Gutowski S, Sternweis PC, Cobb MH, Cobb MH","GALLAGHER_2004"
14585496,"2003","EID-2, a novel member of the EID family of p300-binding proteins inhibits transactivation by MyoD.","Gene","Ji A, Dao D, Chen J, MacLellan WR, MacLellan WR","JI_2003"
14585839,"2004","Structure of the ubiquitin-interacting motif of S5a bound to the ubiquitin-like domain of HR23B.","J Biol Chem","Fujiwara K, Tenno T, Sugasawa K, Jee JG, Ohki I, Kojima C, Tochio H, Hiroaki H, Hanaoka F, Shirakawa M, Shirakawa M","FUJIWARA_2004"
14593208,"2003","Src kinase activation by direct interaction with the integrin beta cytoplasmic domain.","Proc Natl Acad Sci U S A","Arias-Salgado EG, Lizano S, Sarkar S, Brugge JS, Ginsberg MH, Shattil SJ, Shattil SJ","ARIAS-SALGADO_2003"
14594798,"2004","Interaction of human HSP22 (HSPB8) with other small heat shock proteins.","J Biol Chem","Sun X, Fontaine JM, Rest JS, Shelden EA, Welsh MJ, Benndorf R, Benndorf R","SUN_2004"
14594813,"2004","Characterization of the protein kinase activity of TRPM7/ChaK1, a protein kinase fused to the transient receptor potential ion channel.","J Biol Chem","Ryazanova LV, Dorovkov MV, Ansari A, Ryazanov AG, Ryazanov AG","RYAZANOVA_2004"
14594945,"2004","MARK4 is a novel microtubule-associated proteins/microtubule affinity-regulating kinase that binds to the cellular microtubule network and to centrosomes.","J Biol Chem","Trinczek B, Brajenovic M, Ebneth A, Drewes G, Drewes G","TRINCZEK_2004"
14596824,"2003","High-throughput methods to detect dimerization of Bcl-2 family proteins.","Anal Biochem","Whitfield J, Harada K, Bardelle C, Staddon JM, Staddon JM","WHITFIELD_2003"
14596906,"2003","The formin-binding protein 17, FBP17, binds via a TNKS binding motif to tankyrase, a protein involved in telomere maintenance.","FEBS Lett","Fuchs U, Rehkamp GF, Slany R, Follo M, Borkhardt A, Borkhardt A","FUCHS_2003"
14596909,"2003","MALS is a binding partner of IRSp53 at cell-cell contacts.","FEBS Lett","Hori K, Konno D, Maruoka H, Sobue K, Sobue K","HORI_2003"
14597638,"2004","Nuclear role of I kappa B Kinase-gamma/NF-kappa B essential modulator (IKK gamma/NEMO) in NF-kappa B-dependent gene expression.","J Biol Chem","Verma UN, Yamamoto Y, Prajapati S, Gaynor RB, Gaynor RB","VERMA_2004"
14600265,"2003","Visualization of Rab5 activity in living cells by FRET microscopy and influence of plasma-membrane-targeted Rab5 on clathrin-dependent endocytosis.","J Cell Sci","Galperin E, Sorkin A, Sorkin A","GALPERIN_2003"
14600269,"2003","Beta-dystrobrevin interacts directly with kinesin heavy chain in brain.","J Cell Sci","Macioce P, Gambara G, Bernassola M, Gaddini L, Torreri P, Macchia G, Ramoni C, Ceccarini M, Petrucci TC, Petrucci TC","MACIOCE_2003"
14602875,"2004","Identification of the substrates and interaction proteins of aurora kinases from a protein-protein interaction model.","Mol Cell Proteomics","Tien AC, Lin MH, Su LJ, Hong YR, Cheng TS, Lee YC, Lin WJ, Still IH, Huang CY, Huang CY","TIEN_2004"
14603251,"2003","TACC1-chTOG-Aurora A protein complex in breast cancer.","Oncogene","Conte N, Delaval B, Ginestier C, Ferrand A, Isnardon D, Larroque C, Prigent C, Séraphin B, Jacquemier J, Birnbaum D, Birnbaum D","CONTE_2003"
14604964,"2004","Negative regulation of FcepsilonRI-mediated mast cell activation by a ubiquitin-protein ligase Cbl-b.","Blood","Qu X, Sada K, Kyo S, Maeno K, Miah SM, Yamamura H, Yamamura H","QU_2004"
14604981,"2004","Assembly and trafficking of a multiprotein ROMK (Kir 1.1) channel complex by PDZ interactions.","J Biol Chem","Yoo D, Flagg TP, Olsen O, Raghuram V, Foskett JK, Welling PA, Welling PA","YOO_2004"
14607334,"2003","BRPK, a novel protein kinase showing increased expression in mouse cancer cell lines with higher metastatic potential.","Cancer Lett","Nakajima A, Kataoka K, Hong M, Sakaguchi M, Huh NH, Huh NH","NAKAJIMA_2003"
14608369,"2003","AP-1 recruitment to VAMP4 is modulated by phosphorylation-dependent binding of PACS-1.","EMBO Rep","Hinners I, Wendler F, Fei H, Thomas L, Thomas G, Tooze SA, Tooze SA","HINNERS_2003"
14611647,"2004","The negative regulator of Gli, Suppressor of fused (Sufu), interacts with SAP18, Galectin3 and other nuclear proteins.","Biochem J","Paces-Fessy M, Boucher D, Petit E, Paute-Briand S, Blanchet-Tournier MF, Blanchet-Tournier MF","PACES-FESSY_2004"
14612456,"2004","CHIP-Hsc70 complex ubiquitinates phosphorylated tau and enhances cell survival.","J Biol Chem","Shimura H, Schwartz D, Gygi SP, Kosik KS, Kosik KS","SHIMURA_2004"
14613930,"2004","Endofin recruits TOM1 to endosomes.","J Biol Chem","Seet LF, Liu N, Hanson BJ, Hong W, Hong W","SEET_2004"
14623329,"2003","Poly(ADP-ribose) polymerase 1 interacts with OAZ and regulates BMP-target genes.","Biochem Biophys Res Commun","Ku MC, Stewart S, Hata A, Hata A","KU_2003"
14623875,"2004","Characterization of cyclin L2, a novel cyclin with an arginine/serine-rich domain: phosphorylation by DYRK1A and colocalization with splicing factors.","J Biol Chem","de Graaf K, Hekerman P, Spelten O, Herrmann A, Packman LC, Büssow K, Müller-Newen G, Becker W, Becker W","DE_GRAAF_2004"
14625308,"2004","Sequential autophosphorylation steps in the interleukin-1 receptor-associated kinase-1 regulate its availability as an adapter in interleukin-1 signaling.","J Biol Chem","Kollewe C, Mackensen AC, Neumann D, Knop J, Cao P, Li S, Wesche H, Martin MU, Martin MU","KOLLEWE_2004"
14625311,"2004","Subdomain X of the kinase domain of Lck binds CD45 and facilitates dephosphorylation.","J Biol Chem","Felberg J, Lefebvre DC, Lam M, Wang Y, Ng DH, Birkenhead D, Cross JL, Johnson P, Johnson P","FELBERG_2004"
14627702,"2004","Phosphorylated positive transcription elongation factor b (P-TEFb) is tagged for inhibition through association with 7SK snRNA.","J Biol Chem","Chen R, Yang Z, Zhou Q, Zhou Q","CHEN_2004"
14632132,"2003","Locating a protein-protein interaction in living cells via split Renilla luciferase complementation.","Anal Chem","Kaihara A, Kawai Y, Sato M, Ozawa T, Umezawa Y, Umezawa Y","KAIHARA_2003"
14633987,"2003","Role of the TAB2-related protein TAB3 in IL-1 and TNF signaling.","EMBO J","Ishitani T, Takaesu G, Ninomiya-Tsuji J, Shibuya H, Gaynor RB, Matsumoto K, Matsumoto K","ISHITANI_2003"
14633989,"2003","Role of acetylated human AP-endonuclease (APE1/Ref-1) in regulation of the parathyroid hormone gene.","EMBO J","Bhakat KK, Izumi T, Yang SH, Hazra TK, Mitra S, Mitra S","BHAKAT_2003"
14637142,"2003","Crystal structure of nitrile hydratase from a thermophilic Bacillus smithii.","Biochem Biophys Res Commun","Hourai S, Miki M, Takashima Y, Mitsuda S, Yanagi K, Yanagi K","HOURAI_2003"
14638689,"2004","S100A1 is a novel molecular chaperone and a member of the Hsp70/Hsp90 multichaperone complex.","J Biol Chem","Okada M, Hatakeyama T, Itoh H, Tokuta N, Tokumitsu H, Kobayashi R, Kobayashi R","OKADA_2004"
14640981,"2004","SIPP1, a novel pre-mRNA splicing factor and interactor of protein phosphatase-1.","Biochem J","Llorian M, Beullens M, Andrés I, Ortiz JM, Bollen M, Bollen M","LLORIAN_2004"
14647292,"2004","Mammalian formin-1 participates in adherens junctions and polymerization of linear actin cables.","Nat Cell Biol","Kobielak A, Pasolli HA, Fuchs E, Fuchs E","KOBIELAK_2004"
14651845,"2003","EMSY links the BRCA2 pathway to sporadic breast and ovarian cancer.","Cell","Hughes-Davies L, Huntsman D, Ruas M, Fuks F, Bye J, Chin SF, Milner J, Brown LA, Hsu F, Gilks B, Nielsen T, Schulzer M, Chia S, Ragaz J, Cahn A, Linger L, Ozdag H, Cattaneo E, Jordanova ES, Schuuring E, Yu DS, Venkitaraman A, Ponder B, Doherty A, Aparicio S, Bentley D, Theillet C, Ponting CP, Caldas C, Kouzarides T, Kouzarides T","HUGHES-DAVIES_2003"
14654780,"2003","SIAH-1 interacts with CtIP and promotes its degradation by the proteasome pathway.","Oncogene","Germani A, Prabel A, Mourah S, Podgorniak MP, Di Carlo A, Ehrlich R, Gisselbrecht S, Varin-Blank N, Calvo F, Bruzzoni-Giovanelli H, Bruzzoni-Giovanelli H","GERMANI_2003"
14654833,"2003","Structural snapshots of the mechanism and inhibition of a guanine nucleotide exchange factor.","Nature","Renault L, Guibert B, Cherfils J, Cherfils J","RENAULT_2003"
14654845,"2003","Release of eIF6 (p27BBP) from the 60S subunit allows 80S ribosome assembly.","Nature","Ceci M, Gaviraghi C, Gorrini C, Sala LA, Offenhäuser N, Marchisio PC, Biffo S, Biffo S","CECI_2003"
14660612,"2004","Structural insights into the interaction of ROCKI with the switch regions of RhoA.","J Biol Chem","Dvorsky R, Blumenstein L, Vetter IR, Ahmadian MR, Ahmadian MR","DVORSKY_2004"
14661060,"2004","Cbl-c suppresses v-Src-induced transformation through ubiquitin-dependent protein degradation.","Oncogene","Kim M, Tezuka T, Tanaka K, Yamamoto T, Yamamoto T","KIM_2004"
14662749,"2003","ARF6 controls post-endocytic recycling through its downstream exocyst complex effector.","J Cell Biol","Prigent M, Dubois T, Raposo G, Derrien V, Tenza D, Rossé C, Camonis J, Chavrier P, Chavrier P","PRIGENT_2003"
14663150,"2003","Protein phosphatase 2C binds selectively to and dephosphorylates metabotropic glutamate receptor 3.","Proc Natl Acad Sci U S A","Flajolet M, Rakhilin S, Wang H, Starkova N, Nuangchamnong N, Nairn AC, Greengard P, Greengard P","FLAJOLET_2003"
14665628,"2004","Definition of the consensus motif recognized by gamma-adaptin ear domains.","J Biol Chem","Mattera R, Ritter B, Sidhu SS, McPherson PS, Bonifacino JS, Bonifacino JS","MATTERA_2004"
14667819,"2004","Analysis of a high-throughput yeast two-hybrid system and its use to predict the function of intracellular proteins encoded within the human MHC class III region.","Genomics","Lehner B, Semple JI, Brown SE, Counsell D, Campbell RD, Sanderson CM, Sanderson CM","LEHNER_2004"
14668441,"2003","Structural basis for PAS domain heterodimerization in the basic helix--loop--helix-PAS transcription factor hypoxia-inducible factor.","Proc Natl Acad Sci U S A","Erbel PJ, Card PB, Karakuzu O, Bruick RK, Gardner KH, Gardner KH","ERBEL_2003"
14670955,"2004","Src homology 3 binding sites in the P2Y2 nucleotide receptor interact with Src and regulate activities of Src, proline-rich tyrosine kinase 2, and growth factor receptors.","J Biol Chem","Liu J, Liao Z, Camden J, Griffin KD, Garrad RC, Santiago-Pérez LI, González FA, Seye CI, Weisman GA, Erb L, Erb L","LIU_2004"
14676191,"2004","Comprehensive proteomic analysis of human Par protein complexes reveals an interconnected protein network.","J Biol Chem","Brajenovic M, Joberty G, Küster B, Bouwmeester T, Drewes G, Drewes G","BRAJENOVIC_2004"
14676218,"2004","Human mitochondrial glutaredoxin reduces S-glutathionylated proteins with high affinity accepting electrons from either glutathione or thioredoxin reductase.","J Biol Chem","Johansson C, Lillig CH, Holmgren A, Holmgren A","JOHANSSON_2004"
14679215,"2004","14-3-3beta binds to big mitogen-activated protein kinase 1 (BMK1/ERK5) and regulates BMK1 function.","J Biol Chem","Zheng Q, Yin G, Yan C, Cavet M, Berk BC, Berk BC","ZHENG_2004"
14681217,"2004","Involvement of transmembrane domain interactions in signal transduction by alpha/beta integrins.","J Biol Chem","Schneider D, Engelman DM, Engelman DM","SCHNEIDER_2004"
14684739,"2004","NEDL1, a novel ubiquitin-protein isopeptide ligase for dishevelled-1, targets mutant superoxide dismutase-1.","J Biol Chem","Miyazaki K, Fujita T, Ozaki T, Kato C, Kurose Y, Sakamoto M, Kato S, Goto T, Itoyama Y, Aoki M, Nakagawara A, Nakagawara A","MIYAZAKI_2004"
14685257,"2004","Structural basis of ligand recognition by PABC, a highly specific peptide-binding domain found in poly(A)-binding protein and a HECT ubiquitin ligase.","EMBO J","Kozlov G, De Crescenzo G, Lim NS, Siddiqui N, Fantus D, Kahvejian A, Trempe JF, Elias D, Ekiel I, Sonenberg N, O'Connor-McCourt M, Gehring K, Gehring K","KOZLOV_2004"
14685273,"2004","Identification of PKCzetaII: an endogenous inhibitor of cell polarity.","EMBO J","Parkinson SJ, Le Good JA, Whelan RD, Whitehead P, Parker PJ, Parker PJ","PARKINSON_2004"
14688250,"2004","Myospryn is a novel binding partner for dysbindin in muscle.","J Biol Chem","Benson MA, Tinsley CL, Blake DJ, Blake DJ","BENSON_2004"
14688255,"2004","MAPKAP kinase 2 phosphorylates tristetraprolin on in vivo sites including Ser178, a site required for 14-3-3 binding.","J Biol Chem","Chrestensen CA, Schroeder MJ, Shabanowitz J, Hunt DF, Pelo JW, Worthington MT, Sturgill TW, Sturgill TW","CHRESTENSEN_2004"
14688280,"2004","Dynamic changes in C-Raf phosphorylation and 14-3-3 protein binding in response to growth factor stimulation: differential roles of 14-3-3 protein binding sites.","J Biol Chem","Hekman M, Wiese S, Metz R, Albert S, Troppmair J, Nickel J, Sendtner M, Rapp UR, Rapp UR","HEKMAN_2004"
14690447,"2003","Identification of proteins that interact with the central coiled-coil region of the human protein kinase NEK1.","Biochemistry","Surpili MJ, Delben TM, Kobarg J, Kobarg J","SURPILI_2003"
14690596,"2003","Regulation of NF-kappaB signaling by Pin1-dependent prolyl isomerization and ubiquitin-mediated proteolysis of p65/RelA.","Mol Cell","Ryo A, Suizu F, Yoshida Y, Perrem K, Liou YC, Wulf G, Rottapel R, Yamaoka S, Lu KP, Lu KP","RYO_2003"
14691141,"2003","Tyrosine phosphorylation of type Igamma phosphatidylinositol phosphate kinase by Src regulates an integrin-talin switch.","J Cell Biol","Ling K, Doughman RL, Iyer VV, Firestone AJ, Bairstow SF, Mosher DF, Schaller MD, Anderson RA, Anderson RA","LING_2003"
14691142,"2003","alpha3beta1 integrin-CD151, a component of the cadherin-catenin complex, regulates PTPmu expression and cell-cell adhesion.","J Cell Biol","Chattopadhyay N, Wang Z, Ashman LK, Brady-Kalnay SM, Kreidberg JA, Kreidberg JA","CHATTOPADHYAY_2003"
14691533,"2003","Mechanism for multiple ligand recognition by the human transferrin receptor.","PLoS Biol","Giannetti AM, Snow PM, Zak O, Björkman PJ, Björkman PJ","GIANNETTI_2003"
14697242,"2004","Chromosome 13q12 encoded Rho GTPase activating protein suppresses growth of breast carcinoma cells, and yeast two-hybrid screen shows its interaction with several proteins.","Biochem Biophys Res Commun","Nagaraja GM, Kandpal RP, Kandpal RP","NAGARAJA_2004"
14697667,"2003","Rb binding protein Che-1 interacts with Tau in cerebellar granule neurons. Modulation during neuronal apoptosis.","Mol Cell Neurosci","Barbato C, Corbi N, Canu N, Fanciulli M, Serafino A, Ciotti M, Libri V, Bruno T, Amadoro G, De Angelis R, Calissano P, Passananti C, Passananti C","BARBATO_2003"
14698303,"2004","Ligand-dependent dynamics and intramolecular signaling in a PDZ domain.","J Mol Biol","Fuentes EJ, Der CJ, Lee AL, Lee AL","FUENTES_2004"
14699138,"2004","Ki-1/57 interacts with RACK1 and is a substrate for the phosphorylation by phorbol 12-myristate 13-acetate-activated protein kinase C.","J Biol Chem","Nery FC, Passos DO, Garcia VS, Kobarg J, Kobarg J","NERY_2004"
14699166,"2004","Effective dephosphorylation of Src substrates by SHP-1.","J Biol Chem","Frank C, Burkhardt C, Imhof D, Ringel J, Zschörnig O, Wieligmann K, Zacharias M, Böhmer FD, Böhmer FD","FRANK_2004"
14701734,"2004","Identification of a novel basic helix-loop-helix-PAS factor, NXF, reveals a Sim2 competitive, positive regulatory role in dendritic-cytoskeleton modulator drebrin gene expression.","Mol Cell Biol","Ooe N, Saito K, Mikami N, Nakatuka I, Kaneko H, Kaneko H","OOE_2004"
14701753,"2004","Distinct domains in the SHP-2 phosphatase differentially regulate epidermal growth factor receptor/NF-kappaB activation through Gab1 in glioblastoma cells.","Mol Cell Biol","Kapoor GS, Zhan Y, Johnson GR, O'Rourke DM, O'Rourke DM","KAPOOR_2004"
14702098,"2003","A Method to Identify p62's UBA Domain Interacting Proteins.","Biol Proced Online","Pridgeon JW, Geetha T, Wooten MW, Wooten MW","PRIDGEON_2003"
14704270,"2004","Regulation of synaptojanin 1 by cyclin-dependent kinase 5 at synapses.","Proc Natl Acad Sci U S A","Lee SY, Wenk MR, Kim Y, Nairn AC, De Camilli P, De Camilli P","LEE_2004"
14704337,"2004","DNA-dependent protein kinase (DNA-PK) phosphorylates nuclear DNA helicase II/RNA helicase A and hnRNP proteins in an RNA-dependent manner.","Nucleic Acids Res","Zhang S, Schlott B, Görlach M, Grosse F, Grosse F","ZHANG_2004"
14705031,"2004","Cytosolic domain of the human mitochondrial fission protein fis1 adopts a TPR fold.","Proteins","Dohm JA, Lee SJ, Hardwick JM, Hill RB, Gittis AG, Gittis AG","DOHM_2004"
14707117,"2004","Fyn and PTP-PEST-mediated regulation of Wiskott-Aldrich syndrome protein (WASp) tyrosine phosphorylation is required for coupling T cell antigen receptor engagement to WASp effector function and T cell activation.","J Exp Med","Badour K, Zhang J, Shi F, Leng Y, Collins M, Siminovitch KA, Siminovitch KA","BADOUR_2004"
14718169,"2004","The Mechanism of Hsp90 regulation by the protein kinase-specific cochaperone p50(cdc37).","Cell","Roe SM, Ali MM, Meyer P, Vaughan CK, Panaretou B, Piper PW, Prodromou C, Pearl LH, Pearl LH","ROE_2004"
14718524,"2004","Inactivation of platelet-derived growth factor receptor by the tumor suppressor PTEN provides a novel mechanism of action of the phosphatase.","J Biol Chem","Mahimainathan L, Choudhury GG, Choudhury GG","MAHIMAINATHAN_2004"
14718928,"2004","Structural basis for recruitment of GRIP domain golgin-245 by small GTPase Arl1.","Nat Struct Mol Biol","Wu M, Lu L, Hong W, Song H, Song H","WU_2004"
14720327,"2004","Nemo-like kinase suppresses a wide range of transcription factors, including nuclear factor-kappaB.","Cancer Sci","Yasuda J, Yokoo H, Yamada T, Kitabayashi I, Sekiya T, Ichikawa H, Ichikawa H","YASUDA_2004"
14722085,"2004","RanBPM is a phosphoprotein that associates with the plasma membrane and interacts with the integrin LFA-1.","J Biol Chem","Denti S, Sirri A, Cheli A, Rogge L, Innamorati G, Putignano S, Fabbri M, Pardi R, Bianchi E, Bianchi E","DENTI_2004"
14722096,"2004","Protein tyrosine phosphatase-1B dephosphorylation of the insulin receptor occurs in a perinuclear endosome compartment in human embryonic kidney 293 cells.","J Biol Chem","Romsicki Y, Reece M, Gauthier JY, Asante-Appiah E, Kennedy BP, Kennedy BP","ROMSICKI_2004"
14725908,"2004","Coexistence of phosphotyrosine-dependent and -independent interactions between Cbl and Bcr-Abl.","Exp Hematol","Gaston I, Johnson KJ, Oda T, Bhat A, Reis M, Langdon W, Shen L, Deininger MW, Druker BJ, Druker BJ","GASTON_2004"
14726512,"2004","Organization and function of the small Tim complexes acting along the import pathway of metabolite carriers into mammalian mitochondria.","J Biol Chem","Mühlenbein N, Hofmann S, Rothbauer U, Bauer MF, Bauer MF","MÜHLENBEIN_2004"
14729955,"2004","Extracellular signal-regulated kinase 2 interacts with and is negatively regulated by the LIM-only protein FHL2 in cardiomyocytes.","Mol Cell Biol","Purcell NH, Darwis D, Bueno OF, Müller JM, Schüle R, Molkentin JD, Molkentin JD","PURCELL_2004"
14729963,"2004","Human RNPS1 and its associated factors: a versatile alternative pre-mRNA splicing regulator in vivo.","Mol Cell Biol","Sakashita E, Tatsumi S, Werner D, Endo H, Mayeda A, Mayeda A","SAKASHITA_2004"
14729972,"2004","Phosphorylation of the Bloom's syndrome helicase and its role in recovery from S-phase arrest.","Mol Cell Biol","Davies SL, North PS, Dart A, Lakin ND, Hickson ID, Hickson ID","DAVIES_2004"
14730302,"2004","A direct functional link between the multi-PDZ domain protein GRIP1 and the Fraser syndrome protein Fras1.","Nat Genet","Takamiya K, Kostourou V, Adams S, Jadeja S, Chalepakis G, Scambler PJ, Huganir RL, Adams RH, Adams RH","TAKAMIYA_2004"
14730349,"2004","Crystal structure of MO25 alpha in complex with the C terminus of the pseudo kinase STE20-related adaptor.","Nat Struct Mol Biol","Milburn CC, Boudeau J, Deak M, Alessi DR, van Aalten DM, van Aalten DM","MILBURN_2004"
14731392,"2004","Selective recognition of acetylated histones by bromodomain proteins visualized in living cells.","Mol Cell","Kanno T, Kanno Y, Siegel RM, Jang MK, Lenardo MJ, Ozato K, Ozato K","KANNO_2004"
14732692,"2004","Insights into the molecular basis for fibroblast growth factor receptor autoinhibition and ligand-binding promiscuity.","Proc Natl Acad Sci U S A","Olsen SK, Ibrahimi OA, Raucci A, Zhang F, Eliseenkova AV, Yayon A, Basilico C, Linhardt RJ, Schlessinger J, Mohammadi M, Mohammadi M","OLSEN_2004"
14733918,"2004","Screening of Hsp105alpha-binding proteins using yeast and bacterial two-hybrid systems.","Biochem Biophys Res Commun","Saito Y, Doi K, Yamagishi N, Ishihara K, Hatayama T, Hatayama T","SAITO_2004"
14733938,"2004","Protein-protein interactions among human 20S proteasome subunits and proteassemblin.","Biochem Biophys Res Commun","Jayarapu K, Griffin TA, Griffin TA","JAYARAPU_2004"
14741690,"2004","Protein kinase PKN1 associates with TRAF2 and is involved in TRAF2-NF-kappaB signaling pathway.","Biochem Biophys Res Commun","Gotoh Y, Oishi K, Shibata H, Yamagiwa A, Isagawa T, Nishimura T, Goyama E, Takahashi M, Mukai H, Ono Y, Ono Y","GOTOH_2004"
14744259,"2004","14-3-3-affinity purification of over 200 human phosphoproteins reveals new links to regulation of cellular metabolism, proliferation and trafficking.","Biochem J","Pozuelo Rubio M, Geraghty KM, Wong BH, Wood NT, Campbell DG, Morrice N, Mackintosh C, Mackintosh C","POZUELO_RUBIO_2004"
14747462,"2004","Concerted activation of ETS protein ER81 by p160 coactivators, the acetyltransferase p300 and the receptor tyrosine kinase HER2/Neu.","J Biol Chem","Goel A, Janknecht R, Janknecht R","GOEL_2004"
14749388,"2004","Human CNK1 acts as a scaffold protein, linking Rho and Ras signal transduction pathways.","Mol Cell Biol","Jaffe AB, Aspenström P, Hall A, Hall A","JAFFE_2004"
14749716,"2004","Characterization of the interactions between mammalian PAZ PIWI domain proteins and Dicer.","EMBO Rep","Tahbaz N, Kolb FA, Zhang H, Jaronczyk K, Filipowicz W, Hobman TC, Hobman TC","TAHBAZ_2004"
14752048,"2004","Modification of de novo DNA methyltransferase 3a (Dnmt3a) by SUMO-1 modulates its interaction with histone deacetylases (HDACs) and its capacity to repress transcription.","Nucleic Acids Res","Ling Y, Sankpal UT, Robertson AK, McNally JG, Karpova T, Robertson KD, Robertson KD","LING_2004"
14752096,"2004","AML1 is functionally regulated through p300-mediated acetylation on specific lysine residues.","J Biol Chem","Yamaguchi Y, Kurokawa M, Imai Y, Izutsu K, Asai T, Ichikawa M, Yamamoto G, Nitta E, Yamagata T, Sasaki K, Mitani K, Ogawa S, Chiba S, Hirai H, Hirai H","YAMAGUCHI_2004"
14752106,"2004","A novel actin bundling/filopodium-forming domain conserved in insulin receptor tyrosine kinase substrate p53 and missing in metastasis protein.","J Biol Chem","Yamagishi A, Masuda M, Ohki T, Onishi H, Mochizuki N, Mochizuki N","YAMAGISHI_2004"
14754898,"2004","Directed in vitro evolution and crystallographic analysis of a peptide-binding single chain antibody fragment (scFv) with low picomolar affinity.","J Biol Chem","Zahnd C, Spinelli S, Luginbühl B, Amstutz P, Cambillau C, Plückthun A, Plückthun A","ZAHND_2004"
14756805,"2004","Microglia/macrophage-specific protein Iba1 binds to fimbrin and enhances its actin-bundling activity.","J Neurochem","Ohsawa K, Imai Y, Sasaki Y, Kohsaka S, Kohsaka S","OHSAWA_2004"
14757063,"2004","Thermodynamic dissection of the binding energetics of proline-rich peptides to the Abl-SH3 domain: implications for rational ligand design.","J Mol Biol","Palencia A, Cobos ES, Mateo PL, Martínez JC, Luque I, Luque I","PALENCIA_2004"
14761944,"2004","TSG101 interacts with apoptosis-antagonizing transcription factor and enhances androgen receptor-mediated transcription by promoting its monoubiquitination.","J Biol Chem","Burgdorf S, Leister P, Scheidtmann KH, Scheidtmann KH","BURGDORF_2004"
14761963,"2004","Positive regulation of apoptosis signal-regulating kinase 1 by hD53L1.","J Biol Chem","Cho S, Ko HM, Kim JM, Lee JA, Park JE, Jang MS, Park SG, Lee DH, Ryu SE, Park BC, Park BC","CHO_2004"
14767476,"2004","The transforming acidic coiled coil proteins interact with nuclear histone acetyltransferases.","Oncogene","Gangisetty O, Lauffart B, Sondarva GV, Chelsea DM, Still IH, Still IH","GANGISETTY_2004"
14966113,"2004","p68RacGAP is a novel GTPase-activating protein that interacts with vascular endothelial zinc finger-1 and modulates endothelial cell capillary formation.","J Biol Chem","Aitsebaomo J, Wennerberg K, Der CJ, Zhang C, Kedar V, Moser M, Kingsley-Kallesen ML, Zeng GQ, Patterson C, Patterson C","AITSEBAOMO_2004"
